"typeStatus","reps"
"Plastotype (Paleontology) of Styrites haugi",1
"Plastotype (Paleontology) of Styrites pompeckji",1
"Plastotype (Paleontology) of Styrites richthofeni",1
"Plastotype (Paleontology) of Toxaster collegnii",1
"Plastotype (Paleontology) of Toxaster gibbosus",1
"Plastotype (Paleontology) of Toxaster leymeri",1
"Plastotype (Paleontology) of Tripneustes parkinsoni",1
"Plastotype (Paleontology) of Tropigastrites lahontanus",1
"Plastotype (Paleontology) of Tropites ciscobullatus",1
"Plastotype (Paleontology) of Tropites dubiosus",1
"Plastotype (Paleontology) of Tropites laestrigonus",1
"Plastotype (Paleontology) of Tropites subbullatus",1
"Plastotype (Paleontology) of Turritella praecincta",1
"Plastotype (Paleontology) of Turritella saffordi",1
"plastotype; plastoholotype",1
"Plastotype. Published 1849.Conrad, 1849.",1
"Plastotype. Published 1855.",1
"Plastotype. Published 1865.",1
"Plastotype. Published 1912.Weaver, 1912.",1
"Plastotype. Published 1933.",1
"Plastotype. Published 1939.",1
"Plastotype. Published 1942.Weaver, 1942.",1
"PLESIOTYPES",1
"PLESIOTYPE/TOPOTYPE",1
"P-n. comb.; figured and cited; A-cited",1
"P.-n. sp., cited; A.-cited",1
"possibly figured",1
"Proceedings of the California Academy of Science, 4th sev. #5 p 133.",1
"P. s. l. burkei -n. sp.; cited",1
"PUBL?",1
"Published 1938.Turner, F.E. 1938. Stratigraphy and Mollusca of the Eocene of western Oregon. Geological Society of America Special Papers no. 10, p. 85.",1
"Published 1973.Armentrout 1979, dissertation, named this a new species, Liracassis cordata, but it was not published.",1
"Published 1976.",1
"Published 1992.",1
"Published 2002.Nesbitt, E. and K. Campbell. 2002. A New Psilonichnus Ichnospecies Attributed to Mud-Shrimp Upogebia in Estuarine Settings. Journal of Paleontology 76(5): 892-901.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 10.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 11, 12.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 13, 14.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 16, 17, 19.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 18, 22.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 28.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 4, 7.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 5.",1
"Published 2006.The Nautilus 120(4): 139-149, 2006 Fig 8, 9.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 3.11.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 3.18.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 3.19.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 3.2.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 4.10.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 6.13.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 6.8.",1
"Published 2007.Journal of Paleontology, 81(2): 331-351. 2007 Fig 8.4.",1
"REFERENCE MATERIAL",1
"referred",1
"Ref.: Proc. Calif. Acad. of Sci., Vol. 18, #4, p124.",1
"Ref.: Proc. Calif. Acad. of Sci., Vol. 18, #4, p. 128.",1
"Ref.: Proceedings California Academy of Sciences, Series 4, Vol. 18, #4, p.116.",1
"Ref.: Sand Diego Soc. of Natural History - Mem. Vol. 1, p 799.",1
"Ref.: San Diego Society of Natural History, Mem. Vol. 1, p 635.",1
"Ref. T. J. Etherington, U.C. Pub. Bull., vol. 20, no. 5, p.77.  See Etherington's remarks.  Loc. 407 = U.C. 9004.",1
"Ref: Weaver, 1943, p.206.",1
"Ref.: Zittel p. 556; Mem. San Diego Soc. of Natural History Vol. 1, p668.",1
"Ref.: Zittel, p556; Proc. Calif. Academy of Science, Sev. 4, V18, #4, p136.",1
"Ref.: Zittel p. 560; American Seashells by R.T. Abbott, p248.",1
"Ref.: Zittel p. 562;   Proc. Calif. Academy of Science, Vol. 18 #4, p 128.",1
"replica of holotype",1
"Shimer & Shrock -397.",1
"Shimer & Shrock, p397.",1
"Subgenotype",1
"Syntype?",1
"Syntype.",1
"syntype; Holotype",1
"syntype; holotype; holotype",1
"syntype; holotype; holotype; holotype",1
"syntype; lectotype; lectotype",1
"Syntype of Abbottella wilhelmi",1
"Syntype of Abida cadica brauniopsis",1
"Syntype of Ablepharus boulengeri",1
"Syntype? of Ablepharus deserti",1
"Syntype of Ablepharus heterurus| Additional Material of Ablepharus heterurus",1
"Syntype of Acanella simplex| Voucher of Ceratoisis simplex| Voucher of Rhabdisis simplex",1
"Syntype of Acanthacis austera",1
"Syntype of Acanthacis scabra| Voucher of Acanthacis scabra",1
"Syntype of Acanthephyra ensis",1
"Syntype of Acanthinula lamellata albida",1
"Syntype of Acanthis flavirostris miniakensis",1
"Syntype? of Acanthiulus blainevillei intermedius",1
"Syntype? of Acanthiulus blainevillei septemtrionalis",1
"Syntype? of Acanthochiton lachrymosus",1
"Syntype of Acanthochondria platycephali",1
"Syntype of Acanthodactylus cantoris arabicus| Additional Material of Acanthodactylus cantoris arabicus",1
"Syntype? of Acanthodactylus pardalis pardalis",1
"Syntype of Acanthomyrmex crassispina",1
"Syntype of Acanthopleura nigropunctata",1
"Syntype of Acanthoponera (Anacanthoponera) leae",1
"Syntype of Acanthoponera spininodis",1
"Syntype of Acartauchenius insanus",1
"Syntype of Acartauchenius texana",1
"Syntype of Acaulis primarius",1
"Syntype of Aceste ovata",1
"Syntype of Aceste purpurea",1
"Syntype of Achalarus pseudocellus",1
"Syntype of Achatina blainiana",1
"Syntype of Achatina fulica",1
"Syntype of Achatina hortensiae",1
"Syntype of Achatina involuta",1
"Syntype of Achatina polyaliroa",1
"Syntype of Achatina propinqua",1
"Syntype of Achatina reticulata",1
"Syntype of Achatina rugosa",1
"Syntype of Achatina tavaresiana",1
"Syntype of Achatina zanzibarica",1
"Syntype of Achatinella adamsi",1
"Syntype of Achatinella apexfulva vespertina duplocincta",1
"Syntype of Achatinella assimilis",1
"Syntype of Achatinella auristoma",1
"Syntype of Achatinella castanea",1
"Syntype of Achatinella cumingii",1
"Syntype of Achatinella doleii",1
"Syntype of Achatinella dubia",1
"Syntype of Achatinella ellipsoidea",1
"Syntype of Achatinella induta",1
"Syntype of Achatinella lactea",1
"Syntype of Achatinella lemmoni",1
"Syntype of Achatinella leucochila",1
"Syntype of Achatinella liquaria",1
"Syntype of Achatinella marmorata",1
"Syntype of Achatinella microstoma",1
"Syntype of Achatinella modesta",1
"Syntype of Achatinella nattii",1
"Syntype of Achatinella nivca",1
"Syntype of Achatinella plicata",1
"Syntype of Achatinella pyramis",1
"Syntype of Achatinella rubens",1
"Syntype of Achatinella sordida",1
"Syntype of Achatinella undosa",1
"Syntype of Achelous affinis| Voucher of Portunus (Achelous) affinis",1
"Syntype of Achelous brevimanus| Voucher of Portunus (Achelous) brevimanus",1
"Syntype of Achelous tuberculatus",1
"Syntype of Achelous xantusii",1
"Syntype of Achlyodes fera",1
"Syntype of Achorutes communis",1
"Syntype of Achradocrinus ventrosus| Voucher of Achradocrinus ventrosus",1
"Syntype of Achylodes guilfordi",1
"Syntype of Achylodes seatoni",1
"Syntype of Acilius latecinctus",1
"Syntype? of Acipenser (Antaceus) ayresii",1
"Syntype of Acipenser (Antaceus) lecontei",1
"Syntype of Acipenser laevis",1
"Syntype of Acis solitaria| Paralectotype of Thesea solitaria| Additional Material of Evacis solitaria",1
"Syntype of Acmaea atrata",1
"Syntype of Acmaea pileosus rosacea",1
"Syntype of Acmaea scabra var. limatula",1
"Syntype of Acmaea strigatella",1
"Syntype of Acritus arizonae",1
"Syntype of Acritus salinus",1
"Syntype of Acritus sallei",1
"Syntype of Acrochordum flagellatum",1
"Syntype of Acrocidaris nobilis",1
"Syntype of Acrocidaris nobilis| Figured of Acrocidaris nobilis| Figured of Acrocidaris nobilis",1
"Syntype of Acromyrmex nigrosetosa pulchella",1
"Syntype of Acromyrmex octospinosus cubanus",1
"Syntype of Acromyrmex octospinosus ekchuah",1
"Syntype of Acromyrmex octospinosus inti",1
"Syntype of Acromyrmex octospinosus volcanus",1
"Syntype of Acromyrmex versicolor chisosensis",1
"Syntype of Acrophyllum clarki| Paralectotype of Acrophyllum clarki",1
"Syntype of Acropyga acutiventris var. rubescens| Lectotype of Acropyga rubescens",1
"Syntype of Acropyga (Malacomyrma) arnoldi",1
"Syntype of Acropyga (Rhizomyrma) pickeli",1
"Syntype of Acropyga (Rhizomyrma) wheeleri",1
"Syntype of Acrosalenia spinosa| Voucher of Acrosalenia spinosa",1
"Syntype of Acrosalenia tuberculata| Voucher of Acrosalenia tuberculata",1
"Syntype of Acrosalenia tuberculosa| Voucher of Acrosalenia tuberculosa",1
"Syntype of Acrosoma funebre| Other Useful Citation of Acrosoma funebre",1
"Syntype of Actaea dovii",1
"Syntype of Actaea labyrinthicus",1
"Syntype of Actaea margaritaria",1
"Syntype of Actaeon incisus",1
"Syntype of Actinia florida",1
"Syntype of Actinia (Rhodactinia) daevisii",1
"Syntype of Actinocrinus excerptus",1
"Syntype of Actinometra stelligera| Voucher of Actinometra stelligera",1
"Syntype of Actobius jocosus",1
"Syntype of Actobius jucundus",1
"Syntype of Actobius loxatus",1
"Syntype of Actobius puncticeps",1
"Syntype of Adelpha deborah",1
"Syntype of Adelpha helepecki",1
"Syntype of Adelpha oronoco",1
"Syntype of Admetella dolichopus",1
"Syntype of Aeglina prisca",1
"Syntype of Aeglina rediviva",1
"Syntype of Aenicteques chapmani",1
"Syntype of Aenictus (Aenictus) piercei",1
"Syntype of Aenictus aratus",1
"Syntype of Aenictus binghami",1
"Syntype of Aenictus biroi",1
"Syntype of Aenictus bottegoi anceps",1
"Syntype of Aenictus ceylonicus var. latro",1
"Syntype of Aenictus fuscovarius var. laetior",1
"Syntype of Aenictus moebii mutatus",1
"Syntype of Aenictus mutatus pudicus",1
"Syntype of Aenictus (Paraenictus) silvestrii",1
"Syntype of Aenictus punensis",1
"Syntype of Aenictus rixator var. congolensis",1
"Syntype of Aethusa pubescens",1
"Syntype of Aethusina smithiana",1
"Syntype of Afroedura tembulica",1
"Syntype of Afroedura transvaalica transvaalica",1
"Syntype of Agabus dubius",1
"Syntype of Agama elgonis",1
"Syntype of Agamura cruralis",1
"Syntype of Agaricia fragilis",1
"Syntype of Agathidium angulare",1
"Syntype of Agathidium concinnum",1
"Syntype of Agathidium rotundulum",1
"Syntype of Agelacrinus (Hemicystites) stellatus| Lectotype of Agelacrinus (Hemicystites) stellatus| Voucher of Hemicystites stellatus| Voucher of Cystaster stellatus",1
"Syntype of Agelena californica",1
"Syntype of Agelena pacifica",1
"Syntype of Agelena peninsulana",1
"Syntype of Aglaia fidelis minor",1
"Syntype of Aglaia montana",1
"Syntype of Aglaia wilsonie",1
"Syntype of Aglaophenia constricta",1
"Syntype of Aglaophenia insignis",1
"Syntype of Aglaophenia lophocarpa| Lectotype of Aglaophenia lophocarpa",1
"Syntype of Aglaophenia perpusilla",1
"Syntype of Agosia chrysogaster",1
"Syntype of Agosia metallica",1
"Syntype of Agraulis insularis| Lectotype of Agraulis insularis",1
"Syntype of Agrias aëdon pepitoensis",1
"Syntype of Agrias amydon ab. subfrontina",1
"Syntype of Agrias claudia biedermanni ab. triangularis",1
"Syntype of Agrias claudia claudianus f. cassandra",1
"Syntype of Agrias claudia lecerfi ab. minorata",1
"Syntype of Agrias claudia sardanapalus ab. caladonia",1
"Syntype of Agrias claudia sardanapalus ab. cyaneapicalis",1
"Syntype of Agrias claudia sardanapalus ab. splendida",1
"Syntype of Agrias claudia sardanapalus sara ab. semisardanapalus",1
"Syntype of Agrias hewitsonius beata ab. variabilis",1
"Syntype of Agrias narcissus tapajonus ab. semichristinae",1
"Syntype of Agrion immundum| Lectotype of Agrion immundum",1
"Syntype of Agrion immundum| Paralectotype of Agrion immundum",1
"Syntype of Agrion moestum| Lectotype of Agrion moestum",1
"Syntype of Agroeca emertoni",1
"Syntype of Agroeca minuta",1
"Syntype of Agroeca ornata",1
"Syntype of Agroeca pratensis",1
"Syntype of Agromyza coloradensis",1
"Syntype of Agromyza flaviventris",1
"Syntype of Agromyza terminalis",1
"syntype of <a href=\http://arctos.database.museum/name/Gymnogyps californianus\>Gymnogyps californianus</a>, page 284 in <a href=\http://arctos.database.museum/publication/10007813\>Messing 1986</a>",1
"syntype of <a href=\http://arctos.database.museum/name/Microtus montanus\>Microtus montanus</a>, page 14 in <a href=\http://arctos.database.museum/publication/10007811\>Smartt 1977</a>",1
"Syntype of Alba supralirata",1
"Syntype of Alburnellus amoenus| Voucher of Alburnellus amoenus",1
"Syntype of Alburnellus simus| Paralectotype of Alburnellus simus",1
"Syntype of Alburnops blennius| Paralectotype of Alburnops blennius",1
"Syntype of Alburnops illecebrosus| Paralectotype of Alburnops illecebrosus",1
"Syntype of Alburnus acutus",1
"Syntype of Alburnus amabilis",1
"Syntype of Alburnus dilectus",1
"Syntype of Alburnus megalops| Syntype of Notropis swaini| Lectotype of Alburnus megalops",1
"Syntype of Alburnus socius",1
"Syntype of Alburnus umbratilis| Paralectotype of Alburnus umbratilus",1
"Syntype of Alburnus zonatus| Paralectotype of Alburnus zonatus",1
"Syntype of Alburnus zonatus| Paralectotype of Alburnus zonatus| Paralectotype of Alburnus zonatus",1
"Syntype of Alcadia barbata",1
"Syntype of Alcadia barbata boqueronensis",1
"Syntype of Alcadia camagueyana",1
"Syntype of Alcadia concinna",1
"Syntype of Alcadia mamilla",1
"Syntype of Alcadia proxima",1
"Syntype? of Alcyonium agaricum| Additional Material of Sarcophytum agaricum",1
"Syntype of Alcyonium Lütkeni",1
"Syntype of Alecto meridionalis| Lectotype of Comactinia meridionalis meridionalis",1
"Syntype of Alecto meridionalis| Voucher of Comactinia meridionalis meridionalis",1
"Syntype of Alectrion (Hima) catallus",1
"Syntype of Aleochara anthomyiae| Lectotype of Aleochara anthomyiae",1
"Syntype of Alepocephalus convexifrons",1
"Syntype of Alestes (Alestes) wytsi",1
"Syntype of Alfaria simulans| Syntype of Alfaria simulans",1
"Syntype of Algansea formosa",1
"Syntype of Allomerus octoarticulatus var. tuberculatus",1
"Syntype of Allorchestes cupreus",1
"Syntype of Allorchestes dentatus var. gracilicornis",1
"Syntype of Allorchestes latimanus",1
"Syntype of Allorchestes longipalmus",1
"Syntype of Allorchestes longistilus| Lectotype of Hyalella longistila",1
"Syntype of Allorchestes media",1
"Syntype? of Alloribates singularis",1
"Syntype of Allothrombidium trigonopeltarium",1
"Syntype of Alophus constrictus",1
"Syntype of Alophus didymus",1
"Syntype of Alpheus floridanus",1
"Syntype of Alpheus malleator",1
"Syntype of Alpheus neptunus",1
"Syntype of Alpheus normanni",1
"Syntype of Alpheus pachychirus",1
"Syntype of Alpheus parvimanus",1
"Syntype of Alpheus streptochirus",1
"Syntype of Alsophis brooksi",1
"Syntype of Alsophis caymanus",1
"Syntype of Alvania olivacea",1
"Syntype of Alvania salebrosa",1
"Syntype of Alveolites minimus| Voucher of Alveolites minimus",1
"Syntype of Alveolites mordax| Voucher of Alveolites mordax",1
"Syntype of Alycaeus dolomiticus| Figured of Metalycaeus rathousianus",1
"Syntype of Alycaeus fargesianus| Lectotype of Dicharax fargesianus",1
"Syntype of Alycaeus monadicus",1
"Syntype of Alycaeus muciferus| Syntype of Metalycaeus muciferus",1
"Syntype of Alycaeus pentagonus| Figured of Dicharax anthostoma",1
"Syntype of Alycaeus planorbulus| Syntype of Dicharax planorbulus",1
"Syntype of Alycaeus rathouiseianus| Additional Material of Metalycaeus rathousianus",1
"Syntype of Alycaeus reinhardti",1
"Syntype of Alycaeus setchuanensis",1
"Syntype of Alycaeus sinensis| Lectotype of Metalycaeus sinensis",1
"Syntype of Alycaeus vulcani",1
"Syntype of Amastra affinis cindrella",1
"Syntype of Amastra breviata",1
"Syntype of Amastra hawaiiensis",1
"Syntype of Amastra henshawi",1
"Syntype of Amastra porphyrostoma",1
"Syntype of Amastra rugulosa",1
"Syntype of Amastra saxicola",1
"Syntype of Amathia agassizii",1
"Syntype of Amaurobius borealis",1
"Syntype of Amaurobius nevadensis",1
"Syntype of Amaurobius pictus",1
"Syntype of Amaurobius severus",1
"Syntype of Amaurobius sylvestris",1
"Syntype of Amaurobius tibialis",1
"Syntype of Amblodon concinnus| Paralectotype of Amblodon concinnus",1
"Syntype of Amblyomma williamsi",1
"Syntype of Amblyopone australis cephalotes var. howensis",1
"Syntype of Amblyopone australis obscura var. pallens",1
"Syntype of Amblyopone leae",1
"Syntype of Amblyopone mandibularis",1
"Syntype of Amblyrhynchus cristatus nanus",1
"Syntype of Amblyscirtes fluonia",1
"Syntype of Amblyscirtes tolteca| Voucher of Amblyscirtes tolteca",1
"Syntype of Amblyscirtes tolteca| Voucher of Stomyles tolteca",1
"Syntype of Amcylus kirklandi",1
"Syntype? of Ameiva bifrontata bifrontata",1
"Syntype of Ameiva major",1
"Syntype of Ameiva maynardii",1
"Syntype of Amia binotata| Syntype of Amia binotata",1
"Syntype of Ammocoetes borealis",1
"Syntype of Ammophila chilensis var. ruficollis",1
"Syntype of Ammothea nitida| Voucher of Lemnalia nitida",1
"Syntype of Ammothea parasitica",1
"Syntype of Ammotrechella stimpsoni",1
"Syntype of Amnicola attenuata",1
"Syntype of Amnicola cincinnatiensis",1
"Syntype of Amnicola depressa",1
"Syntype of Amnicola egena",1
"Syntype of Amorphina solidior",1
"Syntype of Amphiaster insignis",1
"Syntype of Amphibleptula madrepora",1
"Syntype of Amphibolurus barbatus minor",1
"Syntype of Amphibulima (Omalonyx) felina",1
"Syntype of Amphichroum floribundum",1
"Syntype of Amphichroum laevicolle",1
"Syntype of Amphicrossus niger",1
"Syntype of Amphidromus atricallosus",1
"Syntype of Amphidromus sinensis",1
"Syntype of Amphilepis ingolfiana",1
"Syntype of Amphimetra propinqua| Voucher of Amphimetra propinqua",1
"Syntype of Amphiodia macraspis",1
"Syntype of Amphioplus acutus",1
"Syntype of Amphioplus Agassizii",1
"Syntype of Amphioplus seminudus",1
"Syntype of Amphipholis Januarii",1
"Syntype of Amphipholis japonica",1
"Syntype of Amphipholis kinbergi",1
"Syntype of Amphiporus flavescens",1
"Syntype of Amphisbaena darwinii heterozonota",1
"Syntype of Amphisbaenula orientalis",1
"Syntype of Amphitrite longi-spinosa",1
"Syntype of Amphitrite robusta",1
"Syntype of Amphitrite speciosa",1
"Syntype of Amphiura acacia",1
"Syntype of Amphiura antarctica",1
"Syntype of Amphiura arenaria",1
"Syntype of Amphiura Barbaræ",1
"Syntype of Amphiura bellis",1
"Syntype of Amphiura canescens",1
"Syntype of Amphiura capensis",1
"Syntype of Amphiura congensis",1
"Syntype of Amphiura correcta",1
"Syntype of Amphiura dacunhae",1
"Syntype of Amphiura dalea",1
"Syntype of Amphiura dilatata",1
"Syntype of Amphiura gentilis",1
"Syntype of Amphiura glauca",1
"Syntype of Amphiura granulata",1
"Syntype of Amphiura gymnogastra",1
"Syntype of Amphiura maxima",1
"Syntype of Amphiura microplax",1
"Syntype of Amphiura monorima",1
"Syntype of Amphiura patula",1
"Syntype of Amphiura praestans",1
"Syntype of Amphiura sarsi",1
"Syntype of Amphiura stephanovii",1
"Syntype of Amphizoa lecontei",1
"Syntype of Amphotis ulkei",1
"Syntype of Ampithoe brevipes| Syntype of Ampithoe brevipes",1
"Syntype? of Amurus drepanopus",1
"Syntype of Amurus drepanopus obscuratus",1
"Syntype of Amussium weberi",1
"Syntype of Amycus hieroglyphicus",1
"Syntype of Amycus marjorii",1
"Syntype of Amycus pacatus",1
"Syntype of Amycus rufifrons",1
"Syntype of Anabates gutturalis",1
"Syntype of Anabathron contabulatum",1
"Syntype of Anachis tincta",1
"Syntype of Anadaenus ruficauda",1
"Syntype of Anaitides compsa",1
"Syntype of Anamathia occidentalis",1
"Syntype of Anapagurus brevicarpus",1
"Syntype of Anapagurus curvidactylus| Lectotype of Anapagurus curvidactylus",1
"Syntype of Anapta amurensis",1
"Syntype of Anapta gracilis",1
"Syntype of Anapta ludwigi",1
"Syntype of Anaptychus cornutus",1
"Syntype of Anasimus latus",1
"Syntype of Anatina kamakurana",1
"Syntype of Anchistia tenella",1
"Syntype of Ancistrus chagresi",1
"Syntype of Ancistrus stigmaticus| Lectotype of Ancistrus stigmaticus",1
"Syntype of Ancistrus stigmaticus| Paralectotype of Ancistrus stigmaticus",1
"Syntype of Ancorina pachastrelloides",1
"Syntype of Ancorina sigmorphora",1
"Syntype of Ancotrema voyanum",1
"Syntype of Anculosa ampla",1
"Syntype of Anculosa corpulenta| Voucher of Anculosa corpulenta",1
"Syntype of Anculosa nigrescens",1
"Syntype of Anculosa ornata",1
"Syntype of Anculosa picta| Paratype? of Anculosa picta",1
"Syntype of Anculosa showalterii",1
"Syntype of Anculosa tryoni",1
"Syntype of Anculosa zebra",1
"Syntype of Anculotus angulatus",1
"Syntype of Anculotus carinatus",1
"Syntype of Anculotus costatus| Voucher of Anculotus costatus",1
"Syntype of Anculotus dentalus",1
"Syntype of Anculotus dentatus",1
"Syntype of Anculotus dentatus| Voucher of Anculotus dentatus",1
"Syntype of Anculotus taeniatus| Paralectotype of Anculotus taeniatus",1
"Syntype of Ancyloceras lineatus",1
"Syntype of Ancyloxypha brunnea| Voucher of Butleria brunnea",1
"Syntype of Ancylus (Ferrissia) novangliae",1
"Syntype of Ancyridris polyrhachioides",1
"Syntype of Andonta grateloupeana",1
"Syntype of Andricus marmoreus",1
"Syntype of Aneleus cribriceps",1
"Syntype of Aneylus novangliae",1
"Syntype of Aniculus elegans",1
"Syntype of Anillomyrma decamera continentis",1
"Syntype of Anisocentropus illustris",1
"Syntype of Anisodactylus strenuus",1
"Syntype of Anisotoma difficilis| Lectotype of Anisotoma difficilis",1
"Syntype of Anisotoma difficilis| Paralectotype of Anisotoma difficilis",1
"Syntype of Anisotoma paludicola| Lectotype of Anisotoma paludicola",1
"Syntype of Ankyroderma spinosum",1
"Syntype of Anochetus gracilicornis",1
"Syntype of Anochetus lamottei",1
"Syntype of Anochetus mordax",1
"Syntype of Anochetus opaciventris",1
"Syntype of Anochetus punctiventris taylori",1
"Syntype of Anodon inornata| Voucher of Anodon inornata",1
"Syntype of Anodon lineata",1
"Syntype of Anodon micans",1
"Syntype of Anodon rosea",1
"Syntype of Anodonta californiensis",1
"Syntype of Anodonta gibbum",1
"Syntype of Anodonta jordani",1
"Syntype of Anodonta lewisii",1
"Syntype of Anodonta lucasi",1
"Syntype of Anodonta richardsoni",1
"Syntype of Anodonta waterstoni",1
"Syntype of Anoka peckhamii",1
"Syntype of Anoka vernalis",1
"Syntype of Anolis alutaceus",1
"Syntype of Anolis aureolus",1
"Syntype of Anolis coelestinus",1
"Syntype of Anolis concolor concolor",1
"Syntype of Anolis cybotes cybotes",1
"Syntype of Anolis gracilipes",1
"Syntype of Anolis griseus| Lectotype of Anolis griseus",1
"Syntype of Anolis haetianus",1
"Syntype of Anolis lemniscatus",1
"Syntype of Anolis luteosignifer",1
"Syntype of Anolis maynardii",1
"Syntype of Anolis princeps",1
"Syntype of Anolis sagrei sagrei",1
"Syntype of Anolis scriptus scriptus",1
"Syntype of Anolis stratulus",1
"Syntype of Anolis uniformis",1
"Syntype of Anomalon magniceps",1
"Syntype of Anomalopus frontalis",1
"Syntype of Anonyx fuegiensis",1
"Syntype of Anophthalmus tenuis",1
"Syntype of Anoplodesmus dyscheres",1
"Syntype of Anostomus knerii| Paralectotype of Anostomus knerii",1
"Syntype of Anostomus proximus| Lectotype of Anostomus proximus",1
"Syntype? of Anostomus varius",1
"Syntype of Anostomus varius nitens",1
"Syntype of Antedon alata",1
"Syntype of Antedon angusticalyx",1
"Syntype of Antedon antarctica",1
"Syntype of Antedon fragilis",1
"Syntype of Antedon inaequalis| Voucher of Antedon inaequalis",1
"Syntype of Antedon incisa| Voucher of Antedon incisa",1
"Syntype of Antedon macropoda",1
"Syntype of Antedon minuta",1
"Syntype of Antedon pulchella| Voucher of Antedon pulchella",1
"Syntype of Antedon rathburni",1
"Syntype of Antedon ruber",1
"Syntype of Antedon serrata",1
"Syntype of Antennarius nuttingii| Lectotype of Antennarius nuttingii",1
"Syntype of Antennarius nuttingii| Paralectotype of Antennarius nuttingii",1
"Syntype of Antennella gracilis| Voucher of Antennella gracilis",1
"Syntype of Antennularia dissimilis| Type of Antennularia dissimilis",1
"Syntype of Anthechinus roseus",1
"Syntype of Anthias (Hemanthias) peruanus",1
"Syntype of Anthias (Hemanthias) peruanus| Lectotype of Anthias peruanus",1
"Syntype of Anthias peruanus| Paralectotype of Anthias peruanus",1
"Syntype of Anthocaris olympia| Syntype of Anthocharis olympia| Voucher of Anthocharis rosa| Voucher of Anthocharis rosa",1
"Syntype of Anthomastus agassizii| Lectotype of Anthomastus agassizii| Voucher of Anthomastus agassizii",1
"Syntype of Anthonomus bolteri| Lectotype of Anthonomus bolteri",1
"Syntype of Anthophilina tenuis| Lectotype of Anthophilina tenuis",1
"Syntype of Anthophilina terminalis| Lectotype of Anthophilina terminalis",1
"Syntype of Anthothela argentea| Voucher of Victorgorgia argentea",1
"Syntype of Anthrax agrippina",1
"Syntype of Anthrax alpha| Lectotype of Anthrax alpha",1
"Syntype of Anthrax lateralis arenicola| Allolectotype of Anthrax lateralis arenicola",1
"Syntype of Anthrax lateralis arenicola| Lectotype of Anthrax lateralis arenicola",1
"Syntype of Anthrax scylla",1
"Syntype of Antillia explanata",1
"Syntype of Antimora rhina",1
"Syntype of Antimora rhina| Voucher of Antimora rostrata",1
"Syntype of Antipathes abietina",1
"Syntype of Antipathes abietina| Lectotype of Antipathes abietina",1
"Syntype of Antipathes abietina| Paralectotype of Antipathes abietina",1
"Syntype of Antipathes filix",1
"Syntype of Antipathes humilis| Lectotype of Antipathes humilis",1
"Syntype of Antipathes pedata",1
"Syntype of Antipathes picea",1
"Syntype of Antipathes tanacetum| Lectotype of Antipathes tanacetum",1
"Syntype of Antiphonus diploconus",1
"Syntype of Anumbius striaticeps",1
"Syntype of Anyphaena calcar",1
"Syntype of Anyphaena coloradensis",1
"Syntype of Anyphaena decepta",1
"Syntype of Anyphaena delicatula",1
"Syntype of Anyphaena fragilis",1
"Syntype of Anyphaena futilis",1
"Syntype of Anyphaena inferens| Holotype of Anyphaena inferens",1
"Syntype of Anyphaena laticeps",1
"Syntype? of Apalone spinifera aspera",1
"Syntype of Aphaenogaster (Allomyrma) verecunda",1
"Syntype of Aphaenogaster (Attomyrma) beesoni",1
"Syntype of Aphaenogaster (Attomyrma) haarlovi",1
"Syntype of Aphaenogaster (Attomyrma) vapida",1
"Syntype of Aphaenogaster carbonaria",1
"Syntype of Aphaenogaster (Deromyrma) takahashii",1
"Syntype of Aphaenogaster (Ischnomyrex) araneoides var. inermis",1
"Syntype of Aphaenogaster kervillei",1
"Syntype of Aphaenogaster (Nystalomyrma) barbigula",1
"Syntype of Aphaenogaster subterranea valida",1
"Syntype of Aphaenogaster subterranea var. croceoides",1
"Syntype of Aphaenogaster subterranea var. strioloides",1
"Syntype of Aphaenogaster texana carolinensis",1
"Syntype of Aphaenogaster texana nana",1
"Syntype of Aphaenogaster treatae harnedi",1
"Syntype of Aphareus obtusirostris",1
"Syntype of Aphodius nevadensis| Paralectotype of Aphodius nevadensis",1
"Syntype of Aphrissa butleri",1
"Syntype of Aphrodite obtecta",1
"Syntype of Apionsoma trichocephalus",1
"Syntype of Apistocalamus lonnbergi",1
"Syntype of Aplexa hyponorum tryoni",1
"Syntype of Aplysina praetexta",1
"Syntype of Apocellus analis",1
"Syntype of Apocremnus septemspinosus",1
"Syntype of Apogon roseigaster",1
