"specificEpithet","reps"
"triangular",1
"triangularisella",1
"triangulata, subtruncata",1
"triangulatoides",1
"triangulatos",1
"triangulums",1
"triannulata",1
"triarata",1
"TRIASSICA",1
"triaticlens",1
"triatidens",1
"tribachiatus",1
"tribakus",1
"tribalteata",1
"tribblei",1
"tribeli",1
"tribittata",1
"triboletes",1
"tribonophora",1
"tribracheolis",1
"tribrachiata",1
"TRIBRACHIATUS",1
"tribrachius",1
"tribularis",1
"tribulella",1
"tribullata",1
"tribunalis",1
"trica",1
"tricalcaratus",1
"tricalyx",1
"tricamerae",1
"tricameratus",1
"tricaniculata",1
"tricaniculatus",1
"tricarinta",1
"tricasinata",1
"tricatenaria",1
"TRICENARIA",1
"tricenarius",1
"tricenicostata",1
"triceriata",1
"tricerinata",1
"tricharthorum",1
"trichilae",1
"trichina",1
"trichocoxa",1
"trichomanis",1
"trichomenoides",1
"trichoneura",1
"trichonota",1
"trichopygum",1
"trichostemma",1
"trichostemmus",1
"TRICHOTOMA",1
"tricingulatum",1
"tricirrata",1
"triclavus",1
"tricoloraria",1
"tricolorata",1
"tricoloratus",1
"tricolorella",1
"triconaria",1
"triconicus",1
"triconius",1
"tricoratus",1
"tricornis/cf. bicornis",1
"tricornis/ciliatus",1
"tricostatum",1
"TRICOSTATUS",1
"tricostulata",1
"tricoti",1
"tricristatella",1
"tricristatus",1
"triculeatus",1
"tricuspi",1
"tricuspus",1
"tridacnoides?",1
"tridactylita",1
"tridadina",1
"tridaetylus",1
"trideas",1
"tridecimspinosus",1
"tridemis",1
"tridendatum",1
"tridenretata",1
"TRIDENS",1
"tridensfasciatus",1
"tridentata with",1
"tridenticula",1
"tridenticulata",1
"tridentina",1
"tridentota",1
"trideus",1
"tridiomanus/cf. pusillus",1
"tridpudirus",1
"trieces",1
"triedra",1
"triedurus",1
"triembolus",1
"trifactiata",1
"trifaria",1
"trifarius",1
"trifascialis",1
"trifasciella",1
"trifibra",1
"trifidium",1
"trifilum",1
"triflorum",1
"trifoliodes",1
"trifons",1
"triforia",1
"triforis",1
"trifoveolata",1
"trifurcates",1
"trifurcella",1
"trifurculana",1
"triganda",1
"triganostomus",1
"trigasteus",1
"trigenarium",1
"trigeriata",1
"trigerta",1
"trigloides",1
"trigmalis",1
"trigmopygus",1
"trignata",1
"trignellus",1
"trigomula",1
"trigonala",1
"trigonales",1
"trigona mathildae",1
"trigona-pulchella",1
"trigonarius",1
"trigonastonuum",1
"TRIGONATA",1
"trigonellaria",1
"trigonellaris",1
"trigonellum",1
"trigonignatha",1
"trigonillaris",1
"trigonobrachius",1
"trigonocatha",1
"trigonocheirus",1
"trigonochirus",1
"trigonocorneus",1
"trigonodum",1
"trigonoelliptica",1
"TRIGONOIDES",1
"trigono-marginata",1
"trigonopeltarium",1
"trigonopora",1
"trigonosoma",1
"trigostegus",1
"trigramma",1
"trigrammophora",1
"trigris",1
"triguetur",1
"trihasta",1
"triiineatus",1
"trijulucatus",1
"trijuncta",1
"trilamellaris",1
"trilara",1
"trilata",1
"trilater",1
"trilateris",1
"trilincatum",1
"trilinearia",1
"trilinearis",1
"trilineata .",1
"trilineella",1
"trilinga",1
"triliris",1
"trilirus",1
"trilivata",1
"triliveata",1
"TRILLINEATA",1
"trillioides",1
"trilobatium",1
"triloculari",1
"TRILOCULARIS",1
"trilotians",1
"trimarginatus",1
"trimitensis",1
"trimitrodita",1
"trimorpha",1
"trinaclea",1
"trinacris",1
"trinacrius",1
"trinadiferous",1
"trinagularis",1
"trinatensis",1
"trinculeata",1
"triniada",1
"TRINIDADENSIS",1
"trinitaensis",1
"trinitana",1
"trinitarius",1
"trinitata",1
"trinitatense",1
"TRINITATIS",1
"trinitatos",1
"TRINITATUS",1
"trinitiana",1
"TRINITIENSIS",1
"trinodi",1
"trinodifera",1
"trinodiferous",1
"trinodora",1
"trinomenata",1
"trinotata",1
"trinqilla",1
"trinquei",1
"trintata",1
"Trinuclea?",1
"TRINUCLEA",1
"trinucleoides",1
"trinulcatus",1
"triocellella",1
"trioceruis",1
"triodentoides",1
"triodonitoides",1
"triolatus",1
"trionychoides",1
"triopinatus",1
"triouspis",1
"tripa",1
"tripantu",1
"tripartitana",1
"triphera",1
"triplagiata",1
"triplagiatus",1
"triplaris",1
"triplasia",1
"triplaura",1
"triplax",1
"triplevus",1
"triplicatilis",1
"triplicatum",1
"tripliseriata",1
"TRIPLISTRIATA",1
"triplophyllumt",1
"triplostephanus",1
"TRIPPAE",1
"trippeana",1
"trippi",1
"TRIPSYCHA",1
"triptolemus",1
"tripunctaria",1
"triquerta",1
"triquestra",1
"triquetrella",1
"triquetria",1
"TRIQUETRUS",1
"triquetta",1
"triqui",1
"triquiter",1
"trira",1
"triramis",1
"triramus",1
"triscalis",1
"triscissus",1
"trisectenaria",1
"trisenalis",1
"triseptatos",1
"triserata",1
"triserealis",1
"triseriale",1
"trisetacea",1
"trisevialis",1
"trisinus",1
"trispilomimus",1
"trispinatus",1
"trispinonsus",1
"TRISTANI",1
"tristella",1
"tristiani",1
"tristictus",1
"TRISTIS",1
"tristriatum",1
"tristrigella",1
"tristus",1
"tristyla",1
"trisulca",1
"trisulcus",1
"trisyllabus",1
"tritaenianella",1
"tritaeniata",1
"tritax",1
"tritaxioides",1
"tritensis",1
"tritiara",1
"triticca",1
"triticeus",1
"triticium",1
"triticium?",1
"tritiformis",1
"tritmis",1
"tritomegas",1
"tritonalis",1
"tritoniclea",1
"tritonopsis",1
"tritor",1
"tritoris",1
"tritormis",1
"tritovum",1
"tritreta",1
"TRITRETA",1
"tritropis",1
"trituberalis",1
"tritubus",1
"trituratus",1
"triuitaria",1
"triuivgata",1
"triumbonata",1
"triumphas",1
"triumviralis",1
"triviale",1
"trivignoi",1
"trivillata",1
"triviltata",1
"trivitate",1
"trivittatum",1
"trixopteryx",1
"trixyphophora",1
"trloculinoides",1
"troboides",1
"trocata",1
"trochamminiforme",1
"trochantericus",1
"trochella",1
"trochiforma",1
"trochiformus",1
"trochilifornis",1
"trochioiides",1
"trochita",1
"trochitormis",1
"trochliare",1
"trochomorpha",1
"trochos",1
"trochulina",1
"trochuliria",1
"trockleare",1
"trodes",1
"trodontoides",1
"troene",1
"trogladytes",1
"troglomexicanus",1
"troglophila",1
"troglophilus",1
"troidus",1
"trojectioansrum",1
"trolla",1
"trombidioides",1
"tromelini",1
"tromey",1
"tronsaeia",1
"trontonensis",1
"troostensis",1
"troosteri",1
"tropaeoloides",1
"trophella",1
"tropheops",1
"trophirhapium",1
"trophis",1
"TROPICA",1
"tropicorum",1
"tropidophera",1
"tropidosternon",1
"tropidotus",1
"tropiphora",1
"troschelianum",1
"troscheri",1
"troschilli",1
"trosheli",1
"trossuta",1
"trosti",1
"trosula",1
"trosulus",1
"trothis",1
"troubridgensis",1
"trouti",1
"troutouensis",1
"trouveloti",1
"trubinata",1
"TRUCMANI",1
"trudus",1
"truebae",1
"truellii",1
"trueloides",1
"TRUEMPYI",1
"trugnianum",1
"truitti",1
"truk",1
"trunbullensis",1
"trunca",1
"truncata?",1
"truncate",1
"truncaticeps",1
"truncaticollis",1
"truncatidus",1
"truncatifrons",1
"truncato-caudatus",1
"truncatorostris",1
"TRUNCATOROSTRIS",1
"trunci",1
"truncicola integra",1
"truncicola integroides",1
"trunculosa",1
"trungalus",1
"trungatula",1
"trunidus",1
"truquii",1
"truscheli",1
"truttaceus",1
"tryhana",1
"trymerieri",1
"tryoncana",1
"tryonianus",1
"tryono",1
"trypanion",1
"tryphenensis",1
"tsamosesicus",1
"tsanensis",1
"tschernonri",1
"tschernovi var usiensis",1
"tschuktschorum",1
"tshundii",1
"tsintlandicus",1
"tsisitsilo",1
"tsita",1
"tsodiloensis",1
"tsuga",1
"tsugaruensis",1
"tsujii",1
"tsushimae",1
"tsushimensis",1
"tsushomanus",1
"tuarkyrensis",1
"tubaedes",1
"TUBANELLA",1
"tubaraensis",1
"tubarius",1
"tubensa",1
"tuberasum",1
"tuberaulata",1
"tuberclatum",1
"TUBERCOLOSA",1
"tubercula",1
"tuberculara",1
"TUBERCULIFERA",1
"tuberculiferum",1
"tuberculiferus",1
"tuberculifula",1
"tuberculipes",1
"tuberculiterum",1
"tuberculostriata",1
"tuberculus",1
"tuberella",1
"tuberellus",1
"tubereulatus",1
"tuberiferus",1
"tuberimargo",1
"tuberinella",1
"tuberosam",1
"tuberosis",1
"tuberoulosus",1
"tubersus",1
"tuberulata",1
"tuberulorus",1
"tuberusum",1
"tubes",1
"tubia",1
"tubiabortiva",1
"tubicinella",1
"TUBIFER",1
"tubiflex",1
"tubifre",1
"tubigen",1
"tubigerum",1
"tubigrinosum",1
"tubilocula",1
"tubinaris",1
"tubinella",1
"tubirregularis",1
"tubithecum",1
"tubprenlatus",1
"tubradiatus",1
"tubrica",1
"tubsuturalis",1
"TUBULARIA",1
"tubularoides",1
"TUBULATA",1
"tubulaxis",1
"tubuliformis",1
"tubuloides",1
"TUBULOSA",1
"tubulosus",1
"tubum",1
"tucayum",1
"tucidum",1
"tuckmani",1
"tucma",1
"tucomeyi",1
"tuconensis",1
"tucuman",1
"tucumari",1
"tudiculate",1
"tuelli",1
"tufacea",1
"tufficola",1
"TUFTENSIS",1
"tugatum",1
"tugeli",1
"tugiensis",1
"tugosus",1
"tugulensis",1
"tugun",1
"tuilli",1
"tuilpa",1
"tulareata",1
"tularenta var. innotata",1
"tularosense",1
"tulcan",1
"tulearensis",1
"tulina",1
"tulipatulipa",1
"tulipina",1
"tullbergi/veles",1
"tullyense",1
"tulmacensis",1
"tulminata",1
"tulua",1
"tulvescens",1
"tumacacori",1
"tumanowiczii",1
"tumbae",1
"tumbesiana",1
"TUMBLINGRUNENSIS",1
"tumeda",1
"TUMENS",1
"tumerida",1
"tumerifera",1
"tumesieae",1
"tumiceps",1
"tumicostata",1
"tumidata",1
"tumidiceps",1
"tumidicollis",1
"tumidium",1
"tumidiuscula",1
"tumidiventris",1
"tumidorugosus",1
"TUMIDULUM",1
"TUMIDUM",1
"Tumiea",1
"Tumifica",1
"tuminatus",1
"tumindus",1
"tumious",1
"tumipus",1
"tumorifera",1
"TUMORIFERA",1
"tumudus",1
"tumuliporus",1
"tumulta",1
"tumultuosus",1
"tunapunae",1
"tunapunensis",1
"tuncata",1
"tunebrale",1
"tunesiana",1
"tunesium",1
"tuneta",1
"tunetana",1
"tunetanum",1
"tunggurensis",1
"tunghaiensis",1
"tunginum",1
"tungurensis",1
"tunidus",1
"tunnetti",1
"tuntilla",1
"tunulata",1
"tuobita",1
"tuolumne",1
"tuolumnensis",1
"tuommeyi",1
"tupachi",1
"tupacii",1
"tupazon",1
"tupperi",1
"tupus",1
"turaci",1
"turanicus",1
"turbatans",1
"turbesculatus",1
"turbidaria",1
"turbilinum",1
"turbilinus",1
"turbinala",1
"turbinalis",1
"TURBINATA",1
"turbinellas",1
"turbinelloides",1
"TURBINELLUS",1
"turbineum",1
"turbiniformis?",1
"turbinola",1
"turbinopsis",1
"turbinum",1
"turbiuella",1
"turblinus",1
"turbonides",1
"turbonilla",1
"turbonoides",1
"turbulentum",1
"turczaninovii",1
"turennei",1
"turgaicus",1
"turgeda",1
"turgemolli",1
"turgida var elengata",1
"turgides",1
"turgidicollis",1
"turgididum",1
"turgido-nummulatum",1
"TURGIDUS",1
"turgipes",1
"turiae",1
"turigus",1
"turinatus",1
"turis",1
"turkense",1
"turkestanensis",1
"turkestanica",1
"turmalis",1
"turmida",1
"turnacianus",1
"TURNERI",1
"turneriensis",1
"turnevae",1
"turni",1
"turnida",1
"turninopsis",1
"turoidula",1
"turonense",1
"TURONENSIS",1
"TURONICA",1
"turqidulus",1
"turqoida",1
"turqueti",1
"turquino",1
"turquinoensis",1
"turquinus",1
"turrella",1
"TURRELLA",1
"turretissima",1
"turrhena",1
"turrialbensis",1
"turricata",1
"turricella",1
"turriculatum",1
"TURRICULUS",1
"turrida",1
"turrifera",1
"TURRISTHOMAE",1
"turritellaris",1
"turritellata",1
"TURRITELLATUM",1
"turritellatus",1
"TURRITELLULA",1
"turritellus",1
"turritiforme",1
"turritispira",1
"tursio",1
"turtis",1
"turtor",1
"turturima",1
"turturtella",1
"turucanus",1
"turulosus",1
"tururensis",1
"tusalia",1
"tusapa",1
"tuscanella",1
"tuscotincta",1
"tusiformis",1
"tusitalae",1
"tussieui",1
"tustica",1
"tusticula",1
"tustis",1
"tusum",1
"tutamoea",1
"tutatrix",1
"tuteolina",1
"tutornus",1
"tuttiana",1
"tuttitum",1
"tuwaiqensis",1
"tuxcoli",1
"tuxpanica",1
"tuxpanicus",1
"tuxtepecensis",1
"tuxtlanus",1
"tuzpanicus",1
"tweedianum",1
"tweedianus",1
"twifordensis",1
"twlipa",1
"tyaiapyssanga",1
"tychariensis",1
"tychaviensis",1
"tyermani",1
"TYICALIS",1
"tyleri nr",1
"tylinum",1
"tylodes",1
"tyloplax",1
"tylostylum",1
"tylotis",1
"tympanistrigus",1
"tympanocrytis",1
"tyonekana",1
"tyoniana",1
"Type C",1
"type d",1
"typhaeus",1
"typharum",1
"typhlophorus",1
"typhlum",1
"typhoius",1
"typhosa",1
"typicalis/hilsewecki",1
"typicallis",1
"typicm",1
"typious",1
"typographica",1
"typus cf",1
"typuss",1
"tyraica",1
"tyralis",1
"tyranniana",1
"tyrrehena",1
"tyrrellii",1
"tyrtowii",1
"tysoniana",1
"tyssinus",1
"tytia",1
"tyusensis",1
"tziana",1
"tzotzil",1
"tzotzili",1
"uadorum",1
"ualenensis",1
"uandi",1
"ubaghji",1
"ubaquensis",1
"ubatubae",1
"ubcanaliculatum",1
"UBER",1
"uberiana",1
"uberina",1
"ubguloidea",1
"ubicki",1
"ubiquita",1
"ublongum",1
"ucaensis",1
"ucalia",1
"ucalius",1
"ucanrica",1
"uchaxiana",1
"uchoai",1
"ucoylei",1
"ucspertilio",1
"uctoradiata",1
"ucultana",1
"ucuttana",1
"UDDENI",1
"udei",1
"udu",1
"udutata",1
"ueguorea",1
"uequifasciata",1
"ueridieri",1
"uersicoln",1
"uetzi",1
"ufoides",1
"ugurina",1
"uhdeanus",1
"uhtoffi",1
"uiangulata",1
"uihistra",1
"uintanum",1
"uintenisis",1
"uitilis",1
"uitillus",1
"uitpaensis",1
"uitulinus",1
"ujiiei",1
"ujyiense",1
"ukamica",1
"ulae",1
"ulamaeformis",1
"ulanensis",1
"ulcirchi",1
"ulex",1
"ulipses",1
"ulitmatumida",1
"ullana",1
"ullinana",1
"ullinides",1
"ulmella",1
"ulmiarrosorella",1
"ulmifolia",1
"ULMULUM",1
"ulophilus",1
"ulrae",1
"ulrichi?",1
"ulrichia",1
"ulsterata",1
"ulsterensis",1
"Ultenella",1
"ultimatum",1
"ultra",1
"ultraminule",1
"ultramontana",1
"ululata",1
"uluops",1
"ulupi",1
"ulus",1
"ULVAE",1
"ulvaea",1
"umatilla",1
"umatillus",1
"umbanella",1
"umbellatus",1
"umberkant",1
"umbiginosus",1
"umbileatus",1
"umbilicaria",1
"umbiliculata",1
"umbiliobsessa",1
"umbla",1
"umboceps",1
"umbonatum",1
"UMBONATUS",1
"UMBONELLA",1
"umbonianus",1
"umboniferum",1
"umbonta",1
"umboreticulata",1
"umbosa",1
"umbouata",1
"umbracula",1
"umbralis",1
"umbraticostella",1
"umbraticum",1
"umbratile",1
"umbratilus",1
"umbricatus",1
"umbrilatus",1
"umbronella",1
"umbrosei",1
"UMBUNATA",1
"umcosa",1
"umes",1
"umeyoshii",1
"umifasciatus",1
"umilicata",1
"Umkomasia",1
"umlassiana",1
"umnaka",1
"umnbibieost",1
"umoena",1
"umponata",1
"umpquanum",1
"umricatum",1
"umsilicatus",1
"umtaliense",1
"umzimvubuensis",1
"unae",1
"unaka",1
"unalis",1
"unam",1
"unbellus",1
"unbilicardsi",1
"uncenata",1
"uncencta",1
"unciata",1
"unciate",1
"uncidum",1
"uncifraga",1
"uncinaris",1
"uncinasus",1
"(uncinatus)",1
"UNCINATUS",1
"uncincta",1
"uncinus",1
"uncionata",1
"uncipes",1
"uncodentatus",1
"unctulella",1
"unctuosa",1
"uncuatus",1
"uncula",1
"undada",1
"undafum",1
"undalata",1
"undasum",1
"undata cornucopiac",1
"undatulus",1
"UNDATUM",1
"undecemmaculata",1
"undecempunctatus",1
"undecim",1
"undecimale",1
"undecimdentatus",1
"undecimmaculata",1
"undecimplagiatus",1
"undecimspinosa",1
"undese",1
"undet.",1
"undet. sp.",1
"undif.",1
"undina",1
"undiscus",1
"undocearulea",1
"unduatum",1
"undui",1
"unduladus",1
"undularia",1
"undulatella",1
"undulatofasciata",1
"undulatoplicatulus",1
"undulatostriatus",1
"UNDULATUM",1
"undulaturn",1
"undulatus cf",1
"undulosa boreata",1
"undulosa jankowskii",1
"undulostriatus",1
"undulosum",1
"unedum",1
"Uner",1
"unera",1
"unfasciata",1
"ungaensis",1
"ungarius",1
"ungavana",1
"ungavensis",1
"ungensis",1
"ungerin",1
"unghlii",1
"ungineus",1
"ungnies",1
"unguano",1
"unguicola",1
"unguies",1
"unguispina",1
"UNGULA",1
"ungulacaprae",1
"ungulare",1
"uniangulans",1
"UNIANGULATA",1
"uniangulata (sic)",1
"uniangulatus",1
"uniarticulatus",1
"unibratilis",1
"unicameram",1
"UNICARINATUS",1
"unicialis",1
"unicifera",1
"UNICINCTA",1
"UNICOLOR",1
"unicostulata",1
"unicristata",1
"uniculcata",1
"unidenta",1
"unidentified insectivore",1
"uniens",1
"unifarciata",1
"unifasciatorius",1
"unifasicata",1
"uniflora",1
"unifosciata",1
"unifossula",1
"unifrons",1
"unifusciata",1
"unijuga var. lucilla",1
"unila",1
"unilabia",1
"unilabialis",1
"unilamellosa",1
"unilinealis",1
"UNILIRATUM",1
"uniloca",1
"unimaculella",1
"unimerus",1
"unintensis",1
"unioides?",1
"uniomeris",1
"unionesis",1
"unipila",1
"uniplagiata",1
"unipons",1
"uniporous",1
"unipunctatus",1
"uniradiata",1
"uniradiatum",1
"unirdis",1
"uniremis",1
"unirostris",1
"uniseriata",1
"unisetosa",1
"unisexualis",1
"unisfestcata",1
"unispinata",1
"unispinifera",1
"unistriatellus",1
"unisulcus",1
"unitada",1
"unitaeniata",1
"unitaria",1
"unituberculatum",1
"uniustria",1
"universitatus",1
"universum",1
"univestis",1
"univittis",1
"unjiga",1
"unomaculella",1
"unonopsonis",1
"Unplaced",1
"unquicornis",1
"unquifera",1
"unquinata",1
"untiholum",1
"untilobrum",1
"unuestriata",1
"unusulcatum",1
"upenoides",1
"upia",1
"upoluensis",1
"upsulonophorus",1
"uquala",1
"ura",1
"uranensis var.",1
"uranidea",1
"uranoscopia",1
"urashiamnus",1
"[urasia]",1
"urasima",1
"urasuim",1
"urawa",1
"urbanica",1
"urbannaensis",1
"URBANNAENSIS",1
"urbicola",1
"urceolatus",1
"urdata",1
"urebriliratum",1
"urensis",1
"uresana",1
"uretai",1
"urgatus",1
"urgonensis",1
"urguessensis",1
"urhausenii",1
"uribraria",1
"urichis",1
"urinatoria",1
"urmiensis",1
"urnei",1
"urodiana",1
"urodiolus",1
"urolepis",1
"urophorus",1
"uropthalmoides",1
"uropthalmus",1
"uropygmelana",1
"urospilotus",1
"urostriata",1
"urquizai",1
"urraoi",1
"ursaria",1
"ursinii",1
"ursorum",1
"ursulus",1
"urtana",1
"uruba",1
"uruguayense",1
"urulifera",1
"urumutum",1
"usambarensis",1
"uselmae",1
"ushoranus",1
"USNEA",1
"ussagaranus",1
"ussingi",1
"ussuricus",1
"ussuviensis",1
"usticlava",1
"ustidonarius",1
"ustrata",1
"ustrix",1
"ustum",1
"UTAHENSIS",1
"utcuyacu",1
"uteana",1
"uteanus",1
"utica",1
"uticana",1
"uticanus",1
"utilio",1
"UTILISENDEX",1
"UTINOMI",1
"utkokensis",1
"utoformis",1
"utowanae",1
"utratus",1
"[utravia]",1
"utriculata",1
"UTRICULATA",1
"utriculum",1
"utriformis",1
"utschneideri",1
"uttingeranius",1
"UTTINGERIANA",1
"uttrinus",1
"utukokensis",1
"uvasan",1
"UVASANA",1
"uvaursi",1
"uvibous",1
"uviferum",1
"uvui",1
"uwajimensis",1
"uxnormensis",1
"UXORISPALMERI",1
"uxtorea",1
"uxtorius",1
"uxturatus",1
"uzaga",1
"uzensis",1
"uzita",1
"uzza",1
"VACAENSIS",1
"vacans",1
"vaccasense",1
"vaccinis",1
"vachsmuthi",1
"vacillatus",1
"vacoensis",1
"vacondae",1
"vacula",1
"vaculae",1
"vaculolatum",1
"vacuolata",1
"vacuss",1
"vacutilobus",1
"VACUUM",1
"vacuus",1
"vadeasa",1
"vadia",1
"vadians",1
"vadulosus",1
"vaeobeus",1
"vagabundum",1
"vagano",1
"vagans cf",1
"vagaria",1
"vagatus",1
"vagers",1
"vaghani",1
"vaginifer",1
"vaginiferum",1
"VAGINULUS",1
"vagneri",1
"vagra",1
"vagrantia",1
"vagulinaeformis",1
"vahli",1
"vailei",1
"vainbirdi",1
"vaira",1
"vaisigonis",1
"vaivasensis",1
"valae",1
"valakadien",1
"valcourtiana",1
"valdefragilis",1
"VALDENSIS",1
"valdespinosa",1
"valearii",1
"valeciennesi",1
"valencienesi",1
"valencienii",1
"valenciennensii",1
"valenciennensis",1
"valenciennes",1
"VALENCIENNESI",1
"VALENTIANUS",1
"valentina",1
"valenzuela",1
"valerii",1
"valetos",1
"valfinensis",1
"valgata",1
"validalinea",1
"validipes",1
"validius",1
"valitans",1
"valkyriae",1
"vallandigharni",1
"vallandinghami",1
"valleculum",1
"valleculus",1
"vallenciennensis",1
"vallentoni",1
"valleorum",1
"vallianti",1
"valliculae",1
"vallida",1
"vallieur",1
"vallifica",1
"vallisrubrae",1
"vallombrosae",1
"vallorum",1
"vallumii",1
"valmayerensis",1
"valoniensis",1
"valpinensis",1
"valsanicola",1
"valtonis",1
"valtori",1
"valuits",1
"valvataformis",1
"valverdensis",1
"valves",1
"valvifera",1
"valvisiana",1
"vambuensis",1
"vamostrandi",1
"vamosus",1
"vampyra",1
"vanabrilas",1
"vanais",1
"vanans",1
"vanatai",1
"vanattae",1
"Van Brunti",1
"vancleavei",1
"vanclevii",1
"vancortlandti",1
"vancosa",1
"vancoueriano",1
"vancouvensis",1
"vancouveranus",1
"vancouverata",1
"vancouverensis ab. brunneata",1
"vancouveringi",1
"vancouverinsulae",1
"vandalli",1
"VANDENBOLDI",1
"vandenbroeki",1
"vandenekii",1
"van den heckei",1
"vandepolli",1
"vanderbroecki",1
"vanderhoefti",1
"vanderhorsti",1
"vandermeuleni",1
"vanderweelii",1
"vandoisulus",1
"vanduzei",1
"vanduzerata",1
"vaneli",1
"vanella",1
"vaneouverensis",1
"vanheurni",1
"vanhoeni",1
"vanholsti",1
"van hornei",1
"VANHORNI",1
"vanhyning",1
"vanicosus",1
"vanik",1
"van-ingeni",1
"vaninueni",1
"vankampei",1
"vanmellae",1
"vannamei",1
"vannattai",1
"vanniekerkae",1
"vannostrand",1
"vannulus",1
"vannus",1
"VANNUXEMI",1
"vanoxemensis",1
"vanpatteni",1
"vanrossemi",1
"vansomereni",1
"vanterin",1
"vanuana",1
"vanucemensis",1
"vanuemensis",1
"vanumemii",1
"vanumexi",1
"vanunculus",1
"vanuxeni",1
"vanuxeniana",1
"vanuxermi",1
"vanuxtemensis",1
"vanwinklae",1
"vapdix",1
"vapida",1
"vapidicornis",1
"vappa",1
"vaquerosense",1
"???var",1
"varaha",1
"varai",1
"vareans",1
"varensalensis",1
"varenzovi",1
"vareolare",1
"vari",1
"varia ?",1
"variabili",1
"variabilis et propenguun",1
"variabilisis",1
"VARIABILUS",1
"variabolis",1
"varia-diversa",1
"variae",1
"variagranulana",1
"varianna",1
"variansvarians",1
"variaporum",1
"VARIATA",1
"variaus",1
"variavicularis",1
"varibilis",1
"varicanus",1
"VARICIFER",1
"variciferus",1
"varicis",1
"varicitera",1
"varics",1
"varicula",1
"variculosa",1
"variegafa",1
"Variegatum",1
"variella",1
"varieta",1
"varietata",1
"varietgata",1
"varieties",1
"varigensis",1
"variicornis",1
"variifolium",1
"variispina",1
"varilare",1
"varilobatus",1
"varinodosa",1
"varins",1
"variobilis",1
"variocosus",1
"variolabris",1
"variolana",1
"VARIOLIS",1
"varion",1
"variopora",1
"variospiculosa",1
"variospinosa",1
"variosum",1
"various",1
"varipapillata",1
"varipenne",1
"varipictus",1
"variplicata",1
"varireticulatus",1
"varirostratus",1
"varis",1
"varispina",1
"varistella",1
"varitas",1
"varium?",1
"varivestita",1
"varizgata",1
"varoviensis",1
"varquezi",1
"varra",1
"varrialei",1
"varrisi",1
"varrucosa",1
"varsavinensis",1
"varsicolor",1
"varsiformis",1
"varsouviensis",1
"varsuviensis",1
"vartans",1
"varuensis",1
"varulites",1
"varum",1
"varusense",1
"var. verrilli",1
"vas",1
"vasatensis",1
"vascularis",1
"vasculiformis",1
"vasculosa",1
"vasiegatus",1
"vasiformis",1
"vasiplanata",1
"vassaciense",1
"vassei",1
"vastatar",1
"vastatus",1
"vastialis",1
"vastifica",1
"vasulites",1
"vata",1
"vata penant ovata",1
"vaticus",1
"vatinius",1
"vatius",1
"vatonniana",1
"vattatus",1
"vatus",1
"vauclusensis",1
"vaucreselli",1
"VAUDINI",1
"vaughaniamum",1
"vaughensis",1
"vaughnianum",1
"vaugni",1
"vauguelini",1
"vaultensis",1
"vaun",1
"vaunxeni",1
"vaupes",1
"vaurieorum",1
"vautrotorum",1
"vauvleeti",1
"vauxemensis",1
"VAUXEMI",1
"vauxiana",1
"vavakuana",1
"vavaosi",1
"vavauense",1
"veachi",1
"veatleyi",1
"veatleyii",1
"veayalensis",1
"vebrann",1
"vecchia",1
"vecheri",1
"vechiziana",1
"vecordensis",1
"vecta",1
"vectaxis",1
"vector",1
"vedderi",1
"veflexa",1
"vegana",1
"vegasi",1
"vegularis",1
"vehistata",1
"veitchiorum",1
"vejdovskyi",1
"velada",1
"velanuus",1
"velasci",1
"velata lamarcki",1
"velatusa",1
"velax",1
"vele",1
"velede",1
"veleniana",1
"veleslavini",1
"velezi",1
"velicarina",1
"velicula",1
"velii",1
"velikanovi",1
"velimirovici",1
"velincensis",1
"velizianus",1
"veljei",1
"vellamo",1
"velleda",1
"vellede",1
"velosida",1
"velox cf",1
"velta",1
"veltheimiana",1
"veltheimiani",1
"veltheimii",1
"VELUM",1
"velusta",1
"velutinipes",1
"velutinohispida",1
"velutinohispidus",1
"velutiua",1
"velutius",1
"velvetina",1
"vemeneux",1
"vemillionensis",1
"ven",1
"venablesi",1
"venale",1
"venator-like",1
"venbriocosa",1
"vencentinus",1
"vencocinensis",1
"vendehorsti",1
"venditis",1
"vendociensis",1
"vendoeenensis",1
"vendolonence",1
"vendoperana",1
"venehana",1
"venenafus",1
"venenosus",1
"venenusus",1
"VENERIFORMIS",1
"venestula",1
"venestulus",1
"venestum",1
"venetiae",1
"venezeulensis",1
"venezolana",1
"VENEZUELANUM",1
"venezuelense",1
"venezuelica",1
"venibiana",1
"venidoloneuse",1
"veniformis",1
"venilae",1
"venilla",1
"venipuncta",1
"venislabiatus",1
"veniti",1
"vennensis",1
"vennlosus",1
"venodus",1
"venosum?",1
"venricosus",1
"venstulus",1
"ventchi",1
"ventiana",1
"venticillatus",1
"venticosum",1
"ventienensis",1
"ventilabrelliformis",1
"ventlobrum",1
"ventonensis",1
"ventoria",1
"ventorsa",1
"ventraca",1
"ventral",1
"ventricasa",1
"ventricasus",1
"ventricesum",1
"ventriclefta",1
"ventricostata",1
"ventricostatum",1
"ventricosu m",1
"ventricosura",1
"ventricotus",1
"ventricousus",1
"ventricusium",1
"ventrieosa",1
"ventrilosa",1
"ventriosus",1
"ventripes",1
"ventrisosa",1
"ventroconvexa",1
"ventrogus",1
"ventronodosa",1
"ventropunctata",1
"ventrospinosa",1
